"Year,""Lg"",""Rd"",""Pk"",""Tm"",""Player"",""Pos"",""College"",""From"",""To"",""G"",""MP"",""PTS"",""TRB"",""AST"",""STL"",""BLK"",""FG%"",""2P%"",""3P%"",""FT%"",""WS"",""WS/48"""
"2014,""NBA"",2,51,""NYK"",""Thanasis Antetokounmpo"",""F"","""",2016,2016,2,3,3,0.5,0,0,0,0.75,1,0,"""",0,0.291"
"2015,""NBA"",2,56,""NOP"",""Branden Dawson"",""F"",""Michigan State University"",2016,2016,6,4.8,0.8,0.7,0,0,0.2,0.4,0.4,"""",1,0,0.069"
"2016,""NBA"",2,41,""ORL"",""Stephen Zimmerman"",""C"",""University of Nevada Las Vegas"",2017,2017,19,5.7,1.2,1.8,0.2,0.1,0.3,0.323,0.323,"""",0.6,0,-0.005"
"2016,""NBA"",2,46,""DAL"",""A.J. Hammons"",""C"",""Purdue University"",2017,2017,22,7.4,2.2,1.6,0.2,0,0.6,0.405,0.375,0.5,0.45,0,-0.001"
"2016,""NBA"",2,48,""CHI"",""Paul Zipser"",""G-F"","""",2017,2018,98,17,4.7,2.6,0.8,0.4,0.3,0.371,0.402,0.335,0.769,0,-0.001"
"2016,""NBA"",2,55,""BRK"",""Marcus Paige"",""G"",""University of North Carolina"",2018,2018,5,5.6,2.4,0.8,0.6,0,0,0.286,0.333,0.25,1,0,-0.006"
"2016,""NBA"",2,56,""DEN"",""Daniel Hamilton"",""G-F"",""University of Connecticut"",2018,2019,25,9.3,2.8,2.1,1.2,0.3,0,0.394,0.419,0.357,0.5,0,0"
"2017,""NBA"",1,16,""CHI"",""Justin Patton"",""C"",""Creighton University"",2018,2019,4,6.3,1.8,1.5,0.8,0.8,0,0.333,0.429,0,0.5,0,0.09"
"2017,""NBA"",2,47,""IND"",""Ike Anigbogu"",""F-C"",""University of California Los Angeles"",2018,2019,14,2.6,0.9,0.9,0.1,0.1,0.3,0.333,0.333,"""",0.833,0,0.057"
"2018,""NBA"",1,18,""SAS"",""Lonnie Walker"",""G"",""University of Miami"",2019,2019,17,6.9,2.6,1,0.5,0.4,0.2,0.348,0.333,0.385,0.8,0,0.019"
"2018,""NBA"",1,21,""UTA"",""Grayson Allen"",""G"",""Duke University"",2019,2019,38,10.9,5.6,0.6,0.7,0.2,0.2,0.376,0.443,0.323,0.75,0,0.002"
"2018,""NBA"",2,32,""MEM"",""Jevon Carter"",""G"",""West Virginia University"",2019,2019,39,14.8,4.4,1.7,1.8,0.7,0.3,0.303,0.265,0.333,0.813,0,-0.003"
"2018,""NBA"",2,38,""PHI"",""Khyri Thomas"",""G"",""Creighton University"",2019,2019,26,7.5,2.3,0.8,0.3,0.3,0.2,0.319,0.353,0.286,0.636,0,0.005"
"2018,""NBA"",2,46,""HOU"",""De'Anthony Melton"",""G"",""University of Southern California"",2019,2019,50,19.7,5,2.7,3.2,1.4,0.5,0.391,0.441,0.305,0.75,0,0.002"
"2018,""NBA"",2,50,""IND"",""Alize Johnson"",""F"",""Missouri State"",2019,2019,14,4.6,0.9,1.4,0.1,0.1,0.2,0.25,0.214,0.5,0.5,0,0.027"
"2018,""NBA"",2,52,""UTA"",""Vince Edwards"",""F"",""Purdue University"",2019,2019,2,8,1.5,1,0,0,0,0.25,"""",0.25,"""",0,-0.014"
"2018,""NBA"",2,59,""PHO"",""George King"",""G-F"",""University of Colorado"",2019,2019,1,6,0,1,0,0,0,"""","""","""","""",0,-0.001"
"2000,""NBA"",2,35,""WAS"",""Mike Smith"",""F"",""University of Louisiana at Monroe"",2001,2001,17,10.6,3,1.3,0.6,0.3,0.2,0.322,0.39,0.167,0.625,-0.1,-0.033"
"2001,""NBA"",2,32,""ORL"",""Omar Cook"",""G"",""St. John's University"",2004,2005,22,9.7,1.7,0.6,2.1,0.7,0,0.333,0.37,0,0.5,-0.1,-0.021"
"2004,""NBA"",1,21,""UTA"",""Pavel Podkolzin"",""C"","""",2005,2006,6,4.7,0.7,1.5,0,0,0.2,0,0,"""",0.5,-0.1,-0.163"
"2004,""NBA"",2,50,""DAL"",""Vassilis Spanoulis"",""G"","""",2007,2007,31,8.8,2.7,0.7,0.9,0.2,0,0.319,0.419,0.172,0.81,-0.1,-0.01"
"2005,""NBA"",1,12,""LAC"",""Yaroslav Korolev"",""F"","""",2006,2007,34,4.9,1.1,0.5,0.4,0.2,0,0.283,0.294,0.25,0.625,-0.1,-0.024"
"2006,""NBA"",2,51,""LAL"",""Cheikh Samb"",""C"","""",2008,2009,22,5.2,1,1.4,0,0.2,0.5,0.25,0.273,0,0.444,-0.1,-0.056"
"2006,""NBA"",2,60,""DET"",""Will Blalock"",""G"",""Iowa State University"",2007,2007,14,11.9,1.8,1.1,1.2,0.4,0,0.3,0.32,0.2,1,-0.1,-0.032"
"2007,""NBA"",2,33,""SAS"",""Marcus Williams"",""F"",""University of Arizona"",2008,2009,13,3,1.1,0.9,0.2,0.1,0.1,0.318,0.318,"""","""",-0.1,-0.084"
"2007,""NBA"",2,40,""LAL"",""Sun Yue"",""G"","""",2009,2009,10,2.8,0.6,0,0.2,0.1,0.1,0.273,0.6,0,"""",-0.1,-0.226"
"2007,""NBA"",2,52,""POR"",""Taurean Green"",""G"",""University of Florida"",2008,2008,17,4.4,1.6,0.6,0.6,0.1,0,0.28,0.357,0.182,0.917,-0.1,-0.066"
"2008,""NBA"",2,32,""SEA"",""Walter Sharpe"",""F"",""University of Alabama at Birmingham"",2009,2009,8,2.5,1,0.4,0,0,0.3,0.364,0.444,0,0,-0.1,-0.131"
"2008,""NBA"",2,43,""SAC"",""Patrick Ewing"",""F"",""Georgetown University"",2011,2011,7,2.7,0.4,0.3,0.3,0,0.1,0,0,0,0.75,-0.1,-0.158"
"2009,""NBA"",2,35,""DET"",""DaJuan Summers"",""F"",""Georgetown University"",2010,2013,83,9.9,3.3,1,0.3,0.2,0.1,0.384,0.392,0.367,0.642,-0.1,-0.008"
"2010,""NBA"",2,31,""NJN"",""Tibor Plei?"",""C"","""",2016,2016,12,6.8,2,1.3,0.2,0.1,0.2,0.44,0.478,0,1,-0.1,-0.041"
"2010,""NBA"",2,34,""POR"",""Armon Johnson"",""G"",""University of Nevada Reno"",2011,2012,47,8.5,3.3,1,1.2,0.2,0,0.458,0.465,0.4,0.679,-0.1,-0.015"
"2011,""NBA"",2,35,""SAC"",""Tyler Honeycutt"",""F"",""University of California Los Angeles"",2012,2013,24,5,1.2,1,0.4,0.2,0.2,0.314,0.333,0.2,0.714,-0.1,-0.049"
"2012,""NBA"",2,38,""DEN"",""Quincy Miller"",""F"",""Baylor University"",2013,2015,69,13.5,4.3,2.4,0.5,0.4,0.5,0.35,0.383,0.292,0.706,-0.1,-0.003"
"2012,""NBA"",2,51,""BOS"",""Kris Joseph"",""F"",""Syracuse University"",2013,2013,10,5.4,0.9,0.7,0.1,0.3,0,0.143,0.182,0,0.625,-0.1,-0.127"
"2013,""NBA"",2,40,""POR"",""Grant Jerrett"",""F"",""University of Arizona"",2015,2015,8,6.4,2,1.1,0.4,0.3,0.3,0.269,0.545,0.067,1,-0.1,-0.128"
"2013,""NBA"",2,49,""CHI"",""Erik Murphy"",""F"",""University of Florida"",2014,2014,24,2.6,0.3,0.3,0.1,0,0.2,0.231,0.3,0,"""",-0.1,-0.055"
"2014,""NBA"",2,31,""MIL"",""Damien Inglis"",""F"","""",2016,2016,20,7.8,1.8,1.6,0.5,0.3,0.2,0.351,0.417,0.231,0.875,-0.1,-0.024"
"2014,""NBA"",2,42,""HOU"",""Nick Johnson"",""G"",""University of Arizona"",2015,2015,28,9.4,2.6,1.4,0.4,0.3,0.1,0.347,0.389,0.238,0.68,-0.1,-0.02"
"2014,""NBA"",2,49,""CHI"",""Cameron Bairstow"",""F-C"",""University of New Mexico"",2015,2016,36,4.6,1.2,1,0.2,0.1,0.1,0.296,0.306,0.2,0.846,-0.1,-0.021"
"2016,""NBA"",1,22,""CHO"",""Malachi Richardson"",""G"",""Syracuse University"",2017,2019,70,8.9,2.8,1,0.3,0.2,0,0.358,0.415,0.301,0.783,-0.1,-0.009"
"2016,""NBA"",2,40,""NOP"",""Diamond Stone"",""C"",""University of Maryland"",2017,2017,7,3.4,1.4,0.9,0,0,0.1,0.231,0.231,"""",1,-0.1,-0.211"
"2016,""NBA"",2,49,""DET"",""Michael Gbinije"",""G"",""Syracuse University"",2017,2017,9,3.6,0.4,0.3,0.2,0,0,0.1,0.167,0,1,-0.1,-0.136"
"2016,""NBA"",2,51,""BOS"",""Ben Bentil"",""F"",""Providence College"",2017,2017,3,3.3,0,0.7,0,0,0,0,0,0,"""",-0.1,-0.473"
"2018,""NBA"",1,28,""GSW"",""Jacob Evans"",""G-F"",""University of Cincinnati"",2019,2019,30,6.8,1.3,0.8,0.8,0.2,0.1,0.34,0.368,0.267,0,-0.1,-0.03"
"2018,""NBA"",1,29,""BRK"",""D?anan Musa"",""G-F"","""",2019,2019,9,4.3,2.1,0.6,0.2,0.2,0,0.409,0.667,0.1,0,-0.1,-0.152"
"2018,""NBA"",2,35,""ORL"",""Melvin Frazier"",""G"",""Tulane University"",2019,2019,10,4.4,1.5,0.5,0.1,0.1,0,0.333,0.467,0,0.25,-0.1,-0.133"
"2018,""NBA"",2,39,""PHI"",""Isaac Bonga"",""G"","""",2019,2019,22,5.5,0.9,1.1,0.7,0.4,0.2,0.152,0.2,0,0.6,-0.1,-0.059"
"2018,""NBA"",2,47,""LAL"",""Sviatoslav Mykhailiuk"",""G-F"",""University of Kansas"",2019,2019,42,10.5,3.2,0.9,0.9,0.3,0,0.329,0.333,0.326,0.6,-0.1,-0.012"
"2018,""NBA"",2,60,""PHI"",""Kostas Antetokounmpo"",""F"",""University of Dayton"",2019,2019,2,5.5,1,0.5,0,1,0,0,0,"""",0.5,-0.1,-0.247"
"2000,""NBA"",2,39,""NYK"",""Lavor Postell"",""G"",""St. John's University"",2001,2003,61,7.3,3.2,0.7,0.2,0.2,0,0.335,0.364,0.25,0.795,-0.2,-0.025"
"2000,""NBA"",2,52,""MIA"",""Ernest Brown"",""C"",""Indian Hills Community College"",2002,2002,3,7,1,2,0,0,0.3,0.167,0.167,"""",0.25,-0.2,-0.349"
"2001,""NBA"",2,36,""CLE"",""Jeff Trepagnier"",""G"",""University of Southern California"",2002,2004,31,8.7,2.8,1.4,0.7,0.6,0.1,0.337,0.318,0.462,0.7,-0.2,-0.038"
"2003,""NBA"",1,16,""BOS"",""Troy Bell"",""G"",""Boston College"",2004,2004,6,5.7,1.8,0.7,0.7,0.2,0,0.222,0.286,0,1,-0.2,-0.326"
"2003,""NBA"",2,30,""NYK"",""Maciej Lampe"",""C"","""",2004,2006,64,9.9,3.4,2.2,0.3,0.1,0.2,0.407,0.413,0.25,0.676,-0.2,-0.014"
"2003,""NBA"",2,58,""DET"",""Andreas Glyniadakis"",""C"","""",2007,2007,13,6.2,1.3,0.6,0.1,0,0,0.471,0.471,"""",0.5,-0.2,-0.143"
"2004,""NBA"",1,23,""POR"",""Sergei Monia"",""F"","""",2006,2006,26,13.2,3,2,0.7,0.3,0.2,0.333,0.377,0.265,0.714,-0.2,-0.025"
"2004,""NBA"",2,33,""LAC"",""Lionel Chalmers"",""G"",""Xavier University"",2005,2005,36,12,3.1,0.9,1.4,0.4,0,0.336,0.395,0.245,0.625,-0.2,-0.025"
"2004,""NBA"",2,46,""POR"",""Ha Seung-Jin"",""C"","""",2005,2006,46,6.9,1.5,1.5,0.1,0.1,0.3,0.519,0.519,"""",0.5,-0.2,-0.029"
"2005,""NBA"",2,41,""TOR"",""Roko Uki?"",""G"","""",2009,2010,85,11.6,4,0.9,1.9,0.4,0,0.387,0.439,0.189,0.746,-0.2,-0.007"
"2005,""NBA"",2,43,""NJN"",""Mile Ili?"",""C"","""",2007,2007,5,1.2,0,0.2,0,0,0,0,0,"""","""",-0.2,-1.264"
"2005,""NBA"",2,60,""DET"",""Alex Acker"",""G"",""Pepperdine University"",2006,2009,30,7.8,2.7,1,0.5,0.2,0.1,0.37,0.388,0.32,0.5,-0.2,-0.043"
"2006,""NBA"",2,59,""SAS"",""Damir Markota"",""C"","""",2007,2007,30,5.7,1.7,1,0.2,0.1,0,0.365,0.361,0.375,0.636,-0.2,-0.07"
"2007,""NBA"",2,53,""POR"",""Demetris Nichols"",""F"",""Syracuse University"",2008,2009,18,3.2,1.2,0.4,0.1,0,0.2,0.281,0.353,0.2,0.5,-0.2,-0.203"
"2007,""NBA"",2,59,""PHO"",""D.J. Strawberry"",""G"",""University of Maryland"",2008,2008,33,8.2,2.2,0.8,0.9,0.4,0.2,0.315,0.343,0.24,0.474,-0.2,-0.031"
"2009,""NBA"",1,11,""NJN"",""Terrence Williams"",""F"",""University of Louisville"",2010,2013,153,19.1,7.1,3.6,2.4,0.5,0.1,0.412,0.432,0.317,0.659,-0.2,-0.004"
"2010,""NBA"",1,21,""OKC"",""Craig Brackins"",""F"",""Iowa State University"",2011,2012,17,7.1,1.8,1.1,0.5,0.1,0.1,0.265,0.286,0.214,0.5,-0.2,-0.089"
"2010,""NBA"",2,37,""MIL"",""Darington Hobson"",""G"",""University of New Mexico"",2012,2012,5,7.8,0.8,0.6,1.2,0,0,0.154,0.286,0,"""",-0.2,-0.225"
"2010,""NBA"",2,38,""NYK"",""Andy Rautins"",""G"",""Syracuse University"",2011,2011,5,4.8,1.6,0.2,0.6,0.2,0,0.429,0.667,0.25,0.5,-0.2,-0.314"
"2012,""NBA"",2,54,""PHI"",""Tornike Shengelia"",""F"","""",2013,2014,45,5.5,1.3,0.9,0.4,0.1,0,0.451,0.512,0.125,0.5,-0.2,-0.032"
"2013,""NBA"",2,35,""PHI"",""Glen Rice"",""G"",""Georgia Institute of Technology"",2014,2015,16,9.5,2.7,1.5,0.6,0.4,0.1,0.269,0.286,0.25,0.692,-0.2,-0.065"
"2013,""NBA"",2,52,""MIN"",""Lorenzo Brown"",""G"",""North Carolina State University"",2014,2019,103,11.5,2.8,1.5,1.8,0.6,0.1,0.364,0.453,0.17,0.707,-0.2,-0.007"
"2013,""NBA"",2,56,""DET"",""Peyton Siva"",""G"",""University of Louisville"",2014,2014,24,9.3,2.3,0.6,1.4,0.4,0,0.316,0.344,0.28,0.733,-0.2,-0.032"
"2014,""NBA"",2,47,""PHI"",""Russ Smith"",""G"",""University of Louisville"",2015,2016,27,4.9,2,0.6,0.7,0.3,0,0.319,0.387,0.188,0.769,-0.2,-0.068"
"2015,""NBA"",2,34,""LAL"",""Anthony Brown"",""F-G"",""Stanford University"",2016,2018,41,18.6,3.9,2.5,0.7,0.5,0.1,0.328,0.38,0.286,0.85,-0.2,-0.016"
"2016,""NBA"",2,43,""HOU"",""Zhou Qi"",""F-C"","""",2018,2019,19,6.6,1.3,1.2,0.1,0.1,0.7,0.212,0.357,0.105,0.667,-0.2,-0.093"
"2017,""NBA"",1,26,""POR"",""Caleb Swanigan"",""F"",""Purdue University"",2018,2019,48,7.6,2.2,2.5,0.5,0.2,0.1,0.372,0.408,0.133,0.667,-0.2,-0.031"
"2017,""NBA"",2,32,""PHO"",""Davon Reed"",""G"",""University of Miami"",2018,2019,31,9.3,2.4,1.5,0.5,0.4,0.1,0.307,0.304,0.31,0.667,-0.2,-0.039"
"2018,""NBA"",2,37,""SAC"",""Gary Trent"",""G"",""Duke University"",2019,2019,15,7.4,2.7,0.7,0.3,0.1,0.1,0.32,0.379,0.238,0.429,-0.2,-0.092"
"2002,""NBA"",2,54,""NJN"",""Tamar Slay"",""G"",""Marshall University"",2003,2005,66,7.8,2.6,1.1,0.5,0.4,0.1,0.361,0.392,0.265,0.538,-0.3,-0.029"
"2011,""NBA"",2,32,""CLE"",""Justin Harper"",""F"",""University of Richmond"",2012,2017,22,6.8,2,0.8,0.2,0.1,0.1,0.34,0.417,0.276,0.333,-0.3,-0.093"
"2011,""NBA"",2,41,""LAL"",""Darius Morris"",""G"",""University of Michigan"",2012,2015,132,11.1,3.3,1,1.4,0.3,0,0.384,0.416,0.322,0.63,-0.3,-0.01"
"2012,""NBA"",2,47,""UTA"",""Kevin Murphy"",""G"",""Tennessee Technological University"",2013,2013,17,3.1,0.9,0.2,0.1,0.1,0,0.25,0.261,0.2,"""",-0.3,-0.272"
"2012,""NBA"",2,55,""DAL"",""Darius Johnson-Odom"",""G"",""Marquette University"",2013,2014,7,3,0,0.9,0.3,0.1,0,0,0,0,0,-0.3,-0.597"
"2014,""NBA"",2,56,""DEN"",""Devyn Marble"",""G-F"",""University of Iowa"",2015,2016,44,10.4,2.2,1.6,0.7,0.5,0.1,0.304,0.377,0.222,0.375,-0.3,-0.028"
"2016,""NBA"",1,17,""MEM"",""Wade Baldwin"",""G"",""Vanderbilt University"",2017,2019,56,10.3,3.1,1.2,1.4,0.4,0.2,0.355,0.383,0.25,0.776,-0.3,-0.028"
"2018,""NBA"",2,49,""SAS"",""Chimezie Metu"",""F"",""University of Southern California"",2019,2019,29,5,1.8,1.2,0.4,0.2,0.1,0.328,0.339,0,0.765,-0.3,-0.099"
"2001,""NBA"",1,21,""BOS"",""Joseph Forte"",""G"",""University of North Carolina"",2002,2003,25,5,1.2,0.7,0.7,0.2,0,0.234,0.268,0,0.8,-0.4,-0.166"
"2002,""NBA"",1,19,""UTA"",""Ryan Humphrey"",""F"",""University of Notre Dame"",2003,2005,85,9.1,2.3,2.2,0.2,0.2,0.2,0.344,0.348,0,0.539,-0.4,-0.027"
"2004,""NBA"",1,8,""TOR"",""Rafael Ara?jo"",""C"",""Brigham Young University"",2005,2007,139,11.4,2.8,2.8,0.3,0.4,0.1,0.405,0.407,0.25,0.679,-0.4,-0.013"
"2008,""NBA"",2,55,""POR"",""Mike Taylor"",""G"",""Iowa State University"",2009,2009,51,15.1,5.7,1.7,2.1,0.7,0,0.412,0.427,0.325,0.691,-0.4,-0.028"
"2009,""NBA"",1,30,""CLE"",""Christian Eyenga"",""F"","""",2011,2012,51,20.6,6.3,2.7,0.8,0.7,0.6,0.411,0.464,0.277,0.611,-0.4,-0.02"
"2013,""NBA"",1,30,""PHO"",""Nemanja Nedovi?"",""G"","""",2014,2014,24,5.9,1.1,0.6,0.5,0,0,0.205,0.238,0.167,0.875,-0.4,-0.132"
"2016,""NBA"",2,54,""ATL"",""Kay Felder"",""G"",""Oakland University"",2017,2018,58,9.1,3.8,1,1.3,0.4,0.1,0.364,0.385,0.268,0.754,-0.4,-0.041"
"2017,""NBA"",2,39,""PHI"",""Jawun Evans"",""G"",""Oklahoma State University"",2018,2019,56,15.1,4.2,1.7,2,0.7,0.1,0.345,0.367,0.263,0.776,-0.4,-0.022"
"2001,""NBA"",1,16,""CHH"",""Kirk Haston"",""F"",""Indiana University"",2002,2003,27,5,1.2,1,0.3,0,0.2,0.232,0.26,0,0.5,-0.5,-0.197"
"2002,""NBA"",1,27,""LAL"",""Chris Jefferies"",""G-F"",""California State University Fresno"",2003,2004,72,12,3.9,1.2,0.4,0.3,0.3,0.383,0.394,0.365,0.667,-0.5,-0.03"
"2018,""NBA"",2,31,""PHO"",""?lie Okobo"",""G"","""",2019,2019,53,18.1,5.7,1.8,2.4,0.6,0.1,0.393,0.475,0.295,0.787,-0.5,-0.027"
"2001,""NBA"",1,23,""HOU"",""Brandon Armstrong"",""G"",""Pepperdine University"",2002,2004,108,6.5,2.2,0.6,0.2,0.2,0,0.352,0.358,0.333,0.6,-0.6,-0.039"
"2003,""NBA"",1,15,""ORL"",""Reece Gaines"",""G"",""University of Louisville"",2004,2006,71,8.5,1.7,0.7,0.7,0.2,0,0.324,0.336,0.269,0.606,-0.6,-0.049"
"2004,""NBA"",2,53,""MIA"",""Matt Freije"",""F"",""Vanderbilt University"",2005,2007,42,14,3.2,2,0.6,0.4,0.1,0.293,0.343,0.224,0.714,-0.6,-0.047"
"2013,""NBA"",2,43,""MIL"",""Ricky Ledo"",""G"",""Providence College"",2014,2015,28,9.9,3.9,1.4,0.8,0.3,0,0.336,0.321,0.371,0.769,-0.6,-0.096"
"2014,""NBA"",1,15,""ATL"",""Adreian Payne"",""F-C"",""Michigan State University"",2015,2018,107,13.1,4,2.9,0.6,0.4,0.3,0.406,0.43,0.254,0.68,-0.6,-0.019"
"2014,""NBA"",2,34,""NYK"",""Cleanthony Early"",""F"",""Wichita State University"",2015,2016,56,14.3,4.3,2.2,0.8,0.5,0.3,0.346,0.4,0.263,0.75,-0.6,-0.039"
"2015,""NBA"",1,17,""MIL"",""Rashad Vaughn"",""G"",""University of Nevada Las Vegas"",2016,2018,139,12,3,1.1,0.5,0.4,0.2,0.337,0.366,0.313,0.692,-0.6,-0.017"
"2018,""NBA"",1,8,""CLE"",""Collin Sexton"",""G"",""University of Alabama"",2019,2019,82,31.8,16.7,2.9,3,0.5,0.1,0.43,0.44,0.402,0.839,-0.6,-0.011"
"2001,""NBA"",2,37,""PHI"",""Damone Brown"",""F"",""Syracuse University"",2002,2005,39,9,2.8,1.3,0.5,0.1,0.2,0.336,0.342,0.286,0.667,-0.7,-0.1"
"2005,""NBA"",2,53,""BOS"",""Orien Greene"",""G"",""University of Louisiana at Lafayette"",2006,2011,131,11.9,2.5,1.5,1.2,0.7,0.1,0.387,0.42,0.212,0.642,-0.7,-0.022"
"2011,""NBA"",2,49,""MEM"",""Josh Selby"",""G"",""University of Kansas"",2012,2013,38,7.8,2.2,0.5,0.9,0.2,0,0.33,0.384,0.143,0.72,-0.7,-0.113"
"2017,""NBA"",1,9,""DAL"",""Dennis Smith"",""G"",""North Carolina State University"",2018,2019,122,29.2,14.5,3.4,5,1.1,0.3,0.407,0.452,0.316,0.668,-0.7,-0.009"
"2000,""NBA"",1,14,""DET"",""Mateen Cleaves"",""G"",""Michigan State University"",2001,2006,167,11.2,3.6,1,1.9,0.4,0,0.389,0.399,0.267,0.728,-0.8,-0.021"
"2011,""NBA"",1,21,""POR"",""Nolan Smith"",""G"",""Duke University"",2012,2013,84,9.9,3.3,1,1.2,0.3,0,0.371,0.407,0.26,0.714,-0.8,-0.047"
"2000,""NBA"",1,24,""CHI"",""Dalibor Bagari?"",""C"","""",2001,2003,95,10.2,2.6,2.5,0.4,0.3,0.5,0.361,0.363,0,0.559,-0.9,-0.043"
"2006,""NBA"",1,28,""DAL"",""Maurice Ager"",""G"",""Michigan State University"",2007,2011,82,6.2,2.1,0.6,0.2,0.1,0.1,0.339,0.366,0.25,0.566,-0.9,-0.089"
"2012,""NBA"",1,29,""CHI"",""Marquis Teague"",""G"",""University of Kentucky"",2013,2018,91,10,2.4,1,1.5,0.3,0.1,0.343,0.369,0.222,0.661,-0.9,-0.045"
"2012,""NBA"",2,41,""POR"",""Tyshawn Taylor"",""G"",""University of Kansas"",2013,2014,61,8,2.9,0.5,0.9,0.4,0,0.354,0.353,0.36,0.684,-0.9,-0.088"
"2016,""NBA"",2,42,""UTA"",""Isaiah Whitehead"",""G"",""Seton Hall University"",2017,2018,89,20.5,7.2,2.4,2.4,0.6,0.4,0.411,0.452,0.305,0.788,-0.9,-0.025"
"2001,""NBA"",2,54,""DAL"",""Kenny Satterfield"",""G"",""University of Cincinnati"",2002,2003,75,14.2,4.3,1.3,2.3,0.7,0,0.335,0.355,0.218,0.746,-1.1,-0.051"
"2009,""NBA"",1,6,""MIN"",""Jonny Flynn"",""G"",""Syracuse University"",2010,2012,163,22.9,9.2,1.9,3.9,0.7,0,0.4,0.42,0.338,0.809,-1.1,-0.015"
"2015,""NBA"",1,7,""DEN"",""Emmanuel Mudiay"",""G"","""",2016,2019,246,25.7,11.8,3.1,4.2,0.8,0.3,0.393,0.422,0.32,0.742,-1.2,-0.009"
"2012,""NBA"",1,25,""MEM"",""Tony Wroten"",""G"",""University of Washington"",2013,2016,145,21.2,11.1,2.5,3,0.9,0.2,0.413,0.477,0.231,0.647,-1.3,-0.021"
"2018,""NBA"",1,9,""NYK"",""Kevin Knox"",""F"",""University of Kentucky"",2019,2019,75,28.8,12.8,4.5,1.1,0.6,0.3,0.37,0.387,0.343,0.717,-1.3,-0.03"
"2006,""NBA"",1,3,""CHA"",""Adam Morrison"",""F"",""Gonzaga University"",2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,0.373,0.391,0.331,0.71,-1.4,-0.021"
"2002,""NBA"",1,5,""DEN"",""Nikoloz Tskitishvili"",""F"","""",2003,2006,172,11.3,2.9,1.8,0.7,0.3,0.3,0.304,0.332,0.235,0.73,-1.6,-0.039"
"2006,""NBA"",1,29,""NYK"",""Mardy Collins"",""G"",""Temple University"",2007,2010,189,14.7,3.9,1.8,1.7,0.6,0.1,0.38,0.396,0.299,0.599,-1.6,-0.027"
"2017,""NBA"",1,8,""NYK"",""Frank Ntilikina"",""G"","""",2018,2019,121,21.6,5.9,2.2,3.1,0.8,0.3,0.354,0.38,0.305,0.735,-1.8,-0.033"
"2017,""NBA"",1,4,""PHO"",""Josh Jackson"",""F-G"",""University of Kansas"",2018,2019,156,25.3,12.3,4.5,1.9,1,0.6,0.415,0.455,0.294,0.65,-2.4,-0.029"
"2000,""NBA"",2,41,""SAS"",""Chris Carrawell"","""",""Duke University"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2000,""NBA"",2,46,""TOR"",""DeeAndre Hulett"","""",""College of the Sequoias"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2000,""NBA"",2,47,""SEA"",""Josip Sesar"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2000,""NBA"",2,48,""PHI"",""Mark Karcher"","""",""Temple University"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2000,""NBA"",2,54,""SAS"",""Cory Hightower"","""",""Indian Hills Community College"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2000,""NBA"",2,56,""IND"",""Jaquay Walls"","""",""University of Colorado"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2000,""NBA"",2,57,""ATL"",""Scoonie Penn"","""",""Ohio State University"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2000,""NBA"",2,58,""DAL"",""Pete Mickeal"","""",""University of Cincinnati"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2001,""NBA"",2,39,""NYK"",""Michael Wright"","""",""University of Arizona"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2001,""NBA"",2,43,""NYK"",""Eric Chenowith"","""",""University of Kansas"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2001,""NBA"",2,44,""DAL"",""Kyle Hill"","""",""Eastern Illinois University"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2001,""NBA"",2,47,""DEN"",""Ousmane Cisse"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2001,""NBA"",2,52,""MIL"",""Andre Hutson"","""",""Michigan State University"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2001,""NBA"",2,55,""SAC"",""Maurice Jeffers"","""",""Saint Louis University"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2001,""NBA"",2,56,""SAS"",""Robertas Javtokas"",""C"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2001,""NBA"",2,58,""SAS"",""Bryan Bracey"","""",""University of Oregon"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2002,""NBA"",2,30,""GSW"",""Steve Logan"","""",""University of Cincinnati"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2002,""NBA"",2,36,""NYK"",""Milos Vujanic"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"2002,""NBA"",2,39,""WAS"",""Rod Grizzard"","""",""University of Alabama"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
